"DRUPAL_NODE","TITLE","DATASTORE_URL","DDATE","CATEGORIES","LONGDESC","GEOGRAPHY","EXTENT","AUTHOR_NAME","MAINTAINER","MAINTAINER_EMAIL","UPDATE_FREQUENCY","DATE_RANGE","RELEASE_DATE","METADATA_UPDATE","LICENSE_SUMMARY","URL","DOWNLOAD_URL","EXCEL_URL","CSV_URL","XML_URL","GOOGLEDOCS_URL","JSON_URL","SHP_URL","KML_URL","TAB_URL","APPS_USING_THIS_DATA","TAGS","apps_using_this_data_urls","license_details","spatial_ref"
"1054","Dwellings by Council Tax Band, Wards","http://data.london.gov.uk/datastore/package/dwellings-council-tax-band-wards","JUNE 2010","Housing, housing","<p>Dwellings on the valuation list, by council tax band and ward. The Valuation list is held by the Valuation Office Agency of HMRC.<br />The number of dwellings in each band taken at the end of March.<br />Based on property values at 1 April 1991, homes are allocated to one of eight bands in England: the lowest - band A - is for homes worth less than £40,000, and the highest - band H - is for those worth more than £320,000.<br /><br />Data for each band down to Output Area level is available from Neighbourhood Statistics. The ward data was aggregated using Lower Super Output Area data.</p>","Ward","Greater London","Communities and Local Government","","","Annually","2001-2008","02-Feb-10","10/09/2010","Crown Copyright","http://www.communities.gov.uk/localgovernment/localregional/localgovernmentfinance/statistics/counciltax/dwellingsvaluationlist/","http://www.neighbourhood.statistics.gov.uk/dissemination/datasetList.do?JSAllowed=true&Function=&%24ph=60&CurrentPageId=60&step=","http://data.london.gov.uk/datafiles/housing/dwellings-council-band-ward.xls","http://data.london.gov.uk/datafiles/housing/dwellings-council-band-ward.csv","","","","","","","Ward Profiles 2010","clg, council tax, dwellings, stock, wards","http://data.london.gov.uk/datastore/applications/ward-profiles-2010","",""
"1055","Land Use by Ward","http://data.london.gov.uk/datastore/package/land-use-ward","APRIL 2010","Environment","<p><a href=""http://data.london.gov.uk/datafiles/environment/land-use-glud-ward.xls"">Land Use Statistics by ward</a>&nbsp;(Generalised Land Use Database) 2005 (Enhanced Basemap). Uses include, domestic buildings, gardens, non-domestic buildings, greenspace, paths, rail, road and water.</p>\
<p><br />Area is presented in Thousands of square metres ('000s m2).</p>\
<p>These are experimental Statistics - this information has been developed in accordance with the principles set out in the National Statistics Code of Practice but has yet to be fully accredited as a National Statistic.</p>\
<p>Communities and Local Government consider the 2005 figures to be the definitive land use statistics. No further work is planned on the Generalised Land Use Database.</p>\
<p>The statistics have been calculated for each ward. Generalised Land Use Database (GLUD) 2005 (Enhanced Basemap) statistics are available for a number of other administrative areas such as output areas and local authorities from <a href=""http://www.neighbourhood.statistics.gov.uk/"">http://www.neighbourhood.statistics.gov.uk/</a></p>\
<p>Open this dataset aggregated to <a title=""Land use by borough"" href=""http://data.london.gov.uk/datafiles/environment/land-use-glud-borough.xls"" target=""_blank"">borough level</a>.</p>","Ward","Greater London","Communities and Local Government","","","One-off","2005","Feb-07","05/08/2011","Crown Copyright","http://www.communities.gov.uk/publications/planningandbuilding/generalisedlanduse","http://www.communities.gov.uk/documents/planningandbuilding/xls/154329.xls","http://data.london.gov.uk/datafiles/environment/land-use-glud-ward.xls","http://data.london.gov.uk/datafiles/environment/land-use-glud-ward.csv","","","","","","","Ward Profiles 2010","clg, land use","http://data.london.gov.uk/datastore/applications/ward-profiles-2010","",""
"1056","DWP Working-Age Client Group by Ward","http://data.london.gov.uk/datastore/package/dwp-working-age-client-group-ward","JUNE 2010","Employment and Skills","<p>All people of working-age claiming benefits. Data presented here by gender, out-of-work group and those aged under 25.</p>\
<p><br />Figures under 500 are subject to high sampling variation and should be used with caution.</p>\
<p>The rates are calculated using resident working-age ONS population mid-year estimates (from NOMIS)</p>\
<p>The benefits totals come from DWP and are available from NOMIS. https://www.nomisweb.co.uk</p>\
<p>Other benefits data for small areas are also available, including: Income support, Incapacity Benefit, Disability Living Allowance, Pension Credit and State Pension.</p>\
<p>Benefits included in the DWP client group are Income Support, Jobseekers Allowance, Incapacity Benefit, Severe Disablement Allowance and Disability Living Allowance.</p>\
<p>Numbers are in the City at ward level are too small to disclose.<br />Data are for the final quarter of each year (Oct-Dec) and shows as November.</p>","Ward","Greater London","Department for Work and Pensions","","","Quarterly","1999-2009","01-Jun-10","10/09/2010","Crown Copyright","http://research.dwp.gov.uk/asd/cga.asp","https://www.nomisweb.co.uk/","http://data.london.gov.uk/datafiles/employment-skills/working-age-client-group-ward.xls","http://data.london.gov.uk/datafiles/employment-skills/working-age-client-group-ward.csv","","","","","","","Ward Profiles 2010","benefits, dwp, income, wards","http://data.london.gov.uk/datastore/applications/ward-profiles-2010","",""
"1057","Crime Rates in the Metropolitan Police area by Ward","http://data.london.gov.uk/datastore/package/crime-rates-metropolitan-police-area-ward","JUNE 2010","Crime and Community Safety","<p>Rates of offences per thousand population, by broad crime grouping, by financial year.<br />Offences: These are confirmed reports of crimes being committed. All data relates to ""notifiable offences"" - which are designated categories of crimes that all police forces in England and Wales are required to report to the Home Office.</p>\
<p>Crime data is taken from the LASS site for crime analysts. https://lass.london.gov.uk/lass/</p>\
<p>Ward data should not be aggregated to give a borough or London total. This is because a small percentage (less than 5%) of crimes in this dataset have not been geocoded to a ward. Therefore total numbers and rates are indicative only, and are not an exact measure at ward level.<br /><br />The date displayed is the beginning of the financial year e.g. 01/04/2009 is the year beginning April 2009 to End March 2010.<br />The London figure only includes the Met Police area, not the City of London.</p>\
<p>The rate is calculated using GLA 2008-based (high) population projections.</p>\
<p>Data by detailed crime group and month are available from the MPS website.<br />Data for 2009/10 for the whole Met Police Area have not yet been published.</p>","Ward","Greater London","Metropolitan Police Service","","","Monthly","2001/2002 - 2009/10","May-10","03/10/2011","MPS","http://maps.met.police.uk/tables.htm","","http://data.london.gov.uk/datafiles/crime-community-safety/met-police-recorded-offences-rates-ward.xls","http://data.london.gov.uk/datafiles/crime-community-safety/met-police-recorded-offences-rates-ward.csv","","","","","","","Ward Profiles 2010","crime, mps, offences, police, wards","http://data.london.gov.uk/datastore/applications/ward-profiles-2010","",""
"1058","Birth and Death rates by Ward","http://data.london.gov.uk/datastore/package/birth-and-death-rates-ward","JUNE 2010","Demographics","<p>The births and deaths data comes from ONS Vital Statistics Table 4.<br />Small area data is only available directly from ONS under licence.</p>\
<p><br />The general fertility rate (GFR) is the number of live births per 1,000 women aged 15-44.</p>\
<p>The death rate is per 1,000 population. The population data for the denominator comes from GLA 2008-based ward projections (high) released in March 2009. At national level, however, they are based on the mid-year population estimates.</p>","Ward","Greater London","Office for National Statistics","","","Annually","2002-2008","May-10","10/09/2010","Crown Copyright","http://www.statistics.gov.uk/statbase/product.asp?vlnk=6303","http://www.statistics.gov.uk/statbase/Product.asp?vlnk=14408","http://data.london.gov.uk/datafiles/demographics/births-deaths-ward.xls","http://data.london.gov.uk/datafiles/demographics/births-deaths-ward.csv","","","","","","","Ward Profiles 2010","births, deaths, gfr, ons, rates, wards","http://data.london.gov.uk/datastore/applications/ward-profiles-2010","",""
"1059","Employees by Gender, Hours Worked and Industry by Ward","http://data.london.gov.uk/datastore/package/employees-gender-hours-worked-and-industry-ward","JUNE 2010","Business and Economy","<p>Estimates of total number of jobs held by employees. Data from Annual Business Inquiry (ABI) broken by sex and full-time/part-time and industry section (2003 Standard Industrial Classification / SIC 2003).</p>\
<p>The ABI is a business survey which collects both employment and financial information. Only employment information for the location of an employees workplace is available from Nomis. The ABI samples approximately 78,000 businesses each year, with the sample being drawn from the Inter-Departmental Business Register (IDBR).</p>\
<p><br />The ABI estimates employee jobs by industry. The ABI does not cover jobs in private households, jobs in organisations not held on the IDBR, homeworkers, jobs in non-UK businesses or the self-employed. The estimates refer to the location of the head office or main centre of business activity, not necessarily where the employees are based each day.<br /><br />There are significant discontinuities which affect comparisons of the 2006 ABI employment estimates with earlier years.<br />The ABI figures are estimates, subject to both sampling errors and non-sampling errors. <br /><br />The ABI is the best source for measuring jobs, rather than people in employment, which is better measured by the Labour Force Survey (LFS).&nbsp; http://www.ons.gov.uk/about-statistics/user-guidance/lm-guide/sources/business-surveys/abi/index.html<br />Employment information from the ABI is available from the Nomis website under licence. https://www.nomisweb.co.uk<br /><br />Data rounded to the nearest 100. Percentages calculated on unrounded data, and rounded to the nearest whole percent.<br />This dataset excludes farm based agriculture data contained in SIC class 0100.</p>","Ward","Greater London","Office for National Statistics","","","Annually","2003-2008","01-Apr-10","13/10/2010","Crown Copyright. A license is required to access ABI data from Nomisweb","https://www.nomisweb.co.uk/articles/news/files/ABI%202006%20discontinuities.doc","https://www.nomisweb.co.uk/Default.asp","http://data.london.gov.uk/datafiles/business-economy/abi-employee-gender-hours-industry.xls","http://data.london.gov.uk/datafiles/business-economy/abi-employee-gender-hours-industry.csv","","","","","","","Ward Profiles 2010","abi, employee, gender, hours, industry, ons, wards, workplace","http://data.london.gov.uk/datastore/applications/ward-profiles-2010","",""
"1062","London's Economic Outlook Forecast","http://data.london.gov.uk/datastore/package/londons-economic-outlook-forecast","JUNE 2010","Business and Economy","<p>GLA Economics' medium term forecast for the level and growth rate of London's GVA, employment, household income and household expenditure. Forecasts for the growth and level of employment and GVA for selected sectors of the economy are also included.</p>\
<ul>\
<li>All output variables are measured in terms of output at basic prices. The price base for this data is 2005.</li>\
<li>All growth rates are in percentage change per annum.</li>\
<li>All employment levels are in millions.</li>\
<li>All output levels are in £bn.</li>\
</ul>\
<p>&nbsp;</p>\
<p><strong>Links to data</strong></p>\
<p>November 2011 <a href=""http://data.london.gov.uk/datafiles/business-economy/gla-london-economic-outlook-2011-11.csv"">CSV</a> <a href=""http://data.london.gov.uk/datafiles/business-economy/gla-london-economic-outlook-2011-11.xls"">XLS</a></p>\
<p>May 2011 <a href=""http://data.london.gov.uk/datafiles/business-economy/gla-london-economic-outlook-2011-05.csv"">CSV</a> <a href=""http://data.london.gov.uk/datafiles/business-economy/gla-london-economic-outlook-2011-05.xls"">XLS</a></p>","Region","Greater London","Greater London Authority","GLA Economics","","Biannually","2011 to 2013","18/05/2011","04/11/2011","","http://www.london.gov.uk/gla-economics-publications","","http://data.london.gov.uk/datafiles/business-economy/gla-london-economic-outlook-2011-11.xls","http://data.london.gov.uk/datafiles/business-economy/gla-london-economic-outlook-2011-11.csv","","","","","","","LET indicators archive store, London's Economy Today","economic forecast, economy, employment, gla, household expenditure, household income, leo, output","http://data.london.gov.uk/datastore/applications/let-indicators-archive-store, http://data.london.gov.uk/londons-economy-today","",""
"1064","Dwellings by Council Tax Band, Output Areas","http://data.london.gov.uk/datastore/package/dwellings-council-tax-band-output-areas","JUNE 2010","Housing, housing","<p>Dwellings on the valuation list, by council tax band and output area. The Valuation list is held by the Valuation Office Agency of HMRC.<br />The number of dwellings in each band taken at the end of March.<br />Based on property values at 1 April 1991, homes are allocated to one of eight bands in England: the lowest - band A - is for homes worth less than £40,000, and the highest - band H - is for those worth more than £320,000.<br /><br />Data for each band down to Output Area level back to 2001 is available from Neighbourhood Statistics (link below).</p>","Output Areas","Greater London","Communities and Local Government","","","Annually","2008","02-Feb-10","21/06/2010","Crown Copyright","http://www.neighbourhood.statistics.gov.uk/dissemination/datasetList.do?JSAllowed=true&Function=&%24ph=60&CurrentPageId=60&step=","http://www.communities.gov.uk/localgovernment/localregional/localgovernmentfinance/statistics/counciltax/dwellingsvaluationlist/","http://data.london.gov.uk/datafiles/housing/dwellings-council-band-output-area.xls","http://data.london.gov.uk/datafiles/housing/dwellings-council-band-output-area.csv","","","","","","","Dwellings by Council Tax Band","council tax, dwellings, output area, stock","http://data.london.gov.uk/datastore/applications/dwellings-council-tax-band","",""
"1070","Land Area and Population Density, Borough","http://data.london.gov.uk/datastore/package/land-area-and-population-density-borough","JUNE 2010","Demographics","<p>Land area and population density figures for 2001 to 2031.</p>\
<p>Figures are based on GLA population projections 2010 round (SHLAA). Select which year you require from the drop-down box in the <a href=""http://data.london.gov.uk/datafiles/demographics/land-area-population-density-london.xls"" target=""_blank"">spreadsheet.</a></p>\
<p>Inland area takes account of water line. Areas with large bodies of water will have a smaller inland area than total area since some of the area will be water.<br />Land area figures are taken from Ordnance Survey boundaries using MapInfo.</p>","Local Authority","Greater London","Greater London Authority","General Statistics Team","datastore@london.gov.uk","Annually","2001-2031","Feb-11","05/04/2011","©  GLA 2010 Round Demographic Projections","http://data.london.gov.uk/datastore/package/gla-demographic-projections","","http://data.london.gov.uk/datafiles/demographics/land-area-population-density-london.xls","","","","","","","","Population Density 2009","density, gla, hectares, land, population","http://data.london.gov.uk/datastore/applications/population-density-2009","",""
"1071","Characteristics of Pupils Living in London","http://data.london.gov.uk/datastore/package/characteristics-pupils-living-london","JUNE 2010","Education, young people","<p>The GLA provides roll projections&nbsp; to 25 London boroughs, and has now produced pilot pan-London roll projections. These are supplemented by two sets of EXCEL files, reflecting conclusions in earlier Education Research Briefings and discussion with London boroughs.</p>\
<p>Taken together the EXCEL files include approximately 100 Tables, and provide a wide range of information on locally-resident children and on the schools they attend, wherever these may be. They cover issues such as age, gender, mother tongue, ethnicity, poverty, and SEN. A comparison of the data in the Tables with information held by London boroughs will indicate how far school intake mirrors the characteristics of the locally-resident pupil population at borough/county district level.</p>\
<p>Additionally, the longitudinal Tables provide indicators of inward mobility to individual boroughs and county countricts, as well as of the number of children of compulsory school age who 'go missing' from state schooling.</p>\
<p><a href=""http://data.london.gov.uk/datastorefiles/datafiles/education/pupil-characteristics-2008.zip"">2008 Pupil Characteristics - Excel File</a>&nbsp;(Zip file)</p>\
<p><a href=""http://data.london.gov.uk/datastorefiles/datafiles/education/longitudinal-pupil-characteristics-06-07.xls"" target=""_blank"">2006/07 Longitudinal Pupil Characteristics&nbsp; - Excel File</a></p>","Various, but including regional, local authority and district level, ward level, lsoa level and school level.","GLA area, surrounding unitary authorities and districts in surrounding counties. A limited number of Tables make use of England-","Greater London Authority","Education Team,  Intelligence Unit,","","The Tables are the result of a one-off project, and there is no undertaking to update or otherwise develop them.","2008 and 2006 to 2007 respectively","28/06/2010","01/07/2011","","","","","","","","","","","","","gla, pupils, residents, schools","","<p>The Tables are based in part on anonymised individual pupil records from the National Pupil Dataset. Those records were released for analysis under terms of strict confidentiality by what was then the Department for Children, Schools and Families, and small numbers have been suppressed in the Tables to avoid disclosing any individual pupil's identity.</p>\
<p>The Intelligence Unit's Education Team does not release individual pupil records to others, and those wishing to apply for access to individual pupil records for research purposes should contact what is now the Department for Education directly.</p>\
<p>&nbsp;</p>",""
"1072","Estimation of Health Impacts of Particulate Pollution in London","http://data.london.gov.uk/datastore/package/estimation-health-impacts-particulate-pollution-london","JUNE 2010","Environment, health, Health","<p>Data relating to populations and population weighted annual mean PM2.5 (ug/m3) by Ward and estimated attributable deaths (rounded to whole numbers) each year based on 2008 rates at concentration coefficients of 6%, 1% and 12% per 10 ug/m3 of PM2.5.</p>\
<p>Note that the 6% co efficient factor is considered the 'best estimate' by the Committee on the Medical Effects of Air Pollutants (COMEAP).</p>\
<p>Commissioned to inform the Mayor's Air Quality Strategy, will be updated as appropriate.</p>\
<p>Based on 2008 population rates</p>","Ward","Greater London","Greater London Authority","Institute of Occupational Medicine commissioned by the GLA","","One-off","2008","29/06/2010","10/09/2010","","http://www.london.gov.uk/consultation/air-quality","","","http://data.london.gov.uk/datafiles/environment/particulate-air-pollution-mortality.csv","","","","","","","","air pollution, gla, mortality, particulate matter","","",""
"1074","Business Demographics and Survival Rates, Borough","http://data.london.gov.uk/datastore/package/business-demographics-and-survival-rates-borough","JULY 2010","Business and Economy","<p><a href=""http://data.london.gov.uk/datafiles/business-economy/business-demographics.xls"">Data</a> on enterprise births, deaths, active enterprises and survival rates across boroughs.</p>\
<p>Data includes: <br />1) the most recent annual figures for enterprise births and deaths. Births and deaths are identified by comparing active populations of enterprises for different years<br />2) time series of the number of births and deaths of entrprises together with a percentage of births and deaths to active enterprises in a given year<br />3) a time series of the number of active enterprises. Active enterprises are businesses that had either turnover or employment at any time during the reference period.<br />4) survival rates of enterprises for up to 5 years after birth</p>\
<p>Using the most recent data,&nbsp;a chart showing the trend of the percentage of businesses that survive a year is shown below.</p>\
<p><a href=""http://data.london.gov.uk/datafiles/business-economy/business-demographics.xls"" target=""_blank""><img style=""border: 1px solid black; margin: 5px;"" src=""http://data.london.gov.uk/images/busi-demog-survival-chart.png"" alt=""1 year survival"" width=""388"" height=""318"" /></a></p>","Local Authority","Greater London","Office for National Statistics","General Statistics Team","datastore@london.gov.uk","Annually","2002-2010","Dec-11","08/12/2011","ONS, Crown Copyright","http://www.ons.gov.uk/ons/publications/all-releases.html?definition=tcm%3A77-21553","","http://data.london.gov.uk/datafiles/business-economy/business-demographics.xls","","","","","","","","Local Economic Assessment 2009, Borough","active enterprise, business, economy, enterprise, enterprise birth, enterprise death, ons, survival","http://data.london.gov.uk/datastore/applications/local-economic-assessment-2009-borough","",""
"1075","Number of Registered Blind and Partially Sighted People with an Additional Disability by Category, Borough","http://data.london.gov.uk/datastore/package/number-registered-blind-and-partially-sighted-people-additional-disability-categor","JULY 2010","health, Health","<p>Data shows the number of people registered with Councils with Adult Social Services Responsibilities (CASSRs) in England as being blind and partially sighted with an additional disability by category of disability, for years ending 31 March. <br /><br />Categories include: Mental illness only, learning disabilities only, physical disabilities only, deaf without speech, deaf with speech, hard of hearing, mental illness and other disabilities, learning and other disabilities, physical and other disabilities. Where a client has multiple disabilities including deaf or hard of hearing, councils were advised to count this under the catergory of deaf or hard of hearing.<br /><br />A decision was made to bring the most recent collection forward by a year for collection in 2008, due to concerns regarding the fall in the number of people newly registered as blind and partially sighted between March 2003 and March 2006. This means there will be no collection in 2009. Tables contain information relating to the year ended 31 March 2008.<br /><br />The register is voluntary; however it is a precondition for the receipt of certain financial benefits. This is a factor that gives more credibility to the register for blind than to the register of the partially sighted.<br /><br />The reliability of this information is difficult to determine and so cannot be thought of as a definitive number of blind and partially sighted people with an additional disability.</p>","Local Authority","Greater London","National Health Service","General Statistics Team","datastore@london.gov.uk","Bi-annually","2000-2008","30-Oct-08","10/09/2010","NHS, Crown Copyright","http://www.ic.nhs.uk/webfiles/publications/Social%20Care/Blind%202008/Blind%20Commentary%202008_final%20v5.pdf","http://www.ic.nhs.uk/statistics-and-data-collections/social-care/adult-social-care-information/people-registered-as-blind-and-pa","http://data.london.gov.uk/datafiles/health/registered-blind-and-partially-sighted-people-with-an-additional-disability.xls","http://data.london.gov.uk/datafiles/health/registered-blind-and-partially-sighted-people-with-an-additional-disability.csv","","","","","","","","additional, blind, disability, nhs, partially sighted","","",""
"1076","Number of Registered Blind and Partially Sighted People by Age Group, Borough","http://data.london.gov.uk/datastore/package/number-registered-blind-and-partially-sighted-people-age-group-borough","JULY 2010","health, Health","<p>Data shows the number of people registered with Councils with Adult Social Services Responsibilities (CASSRs) in England as being blind and partially sighted by age, for years ending 31 March.</p>\
<p>Age groups are: 0-4, 5-17, 18-49, 50-64, 65-74, 75 and over.</p>\
<p>A decision was made to bring the most recent collection forward by a year for collection in 2008, due to concerns regarding the fall in the number of people newly registered as blind and partially sighted between March 2003 and March 2006. This means there will be no collection in 2009. Tables contain information relating to the year ended 31 March 2008.</p>\
<p>The register is voluntary; however it is a precondition for the receipt of certain financial benefits. This is a factor that gives more credibility to the register for blind than to the register of the partially sighted.</p>\
<p>The reliability of this information is difficult to determine and so cannot be thought of as a definitive number of blind and partially sighted people.</p>","Local Authority","Greater London","National Health Service","General Statistics Team","datastore@london.gov.uk","Bi-annually","2000-2008","30-Oct-08","10/09/2010","NHS, Crown Copyright","http://www.ic.nhs.uk/statistics-and-data-collections/social-care/adult-social-care-information/people-registered-as-blind-and-pa","http://www.ic.nhs.uk/webfiles/publications/Social%20Care/Blind%202008/Blind%20Commentary%202008_final%20v5.pdf","http://data.london.gov.uk/datafiles/health/registered-blind-and-partially-sighted-people-by-age-group.xls","http://data.london.gov.uk/datafiles/health/registered-blind-and-partially-sighted-people-by-age-group.csv","","","","","","","","age, blind, disability, nhs, partially sighted","","",""
"1077","Number of People Registered as Deaf or Hard of Hearing by Age Group, Borough","http://data.london.gov.uk/datastore/package/number-people-registered-deaf-or-hard-hearing-age-group-borough","JULY 2010","Health, health","<p>Data shows the number of people registered with Councils with Social Services Responsibilities (CSSRs) as beingdeaf or hard of hearing by age group.</p>\
<p>Age groups are: 0-17, 18-64, 65-74, 75 and over.</p>\
<p>Numbers are rounded to nearest five.</p>\
<p>The data are compiled from the triennial return SSDA 910 which is submitted to The Information Centre (The IC).</p>\
<p>People who are registered as deaf or hard of hearing that are also blind or partially sighted are recorded on the Register of Blind and Partially Sighted Persons (SSDA 902 form), unless stated these are excluded from this report. Data on these by category of disability is available here:</p>\
<p><a href=""http://data.london.gov.uk/datastore/package/number-registered-blind-and-partially-sighted-people-additional-disability-categor"">http://data.london.gov.uk/datastore/package/number-registered-blind-and-partially-sighted-people-additional-disability-categor</a>,</p>\
<p><br />and by age here:</p>\
<p><br /><a href=""http://data.london.gov.uk/datastore/package/number-registered-blind-and-partially-sighted-people-age-group-borough"">http://data.london.gov.uk/datastore/package/number-registered-blind-and-partially-sighted-people-age-group-borough</a>.</p>\
<p>All ages total includes some cases where the age was not known. Therefore the age groups may not add to the total. Regional totals are estimated to take account of missing data.</p>\
<p>Dash (""-"") means a local authority was unable to submit details on the number of people registered as being deaf and hard of hearing.</p>","Local Authority","Greater London","National Health Service","General Statistics Team","datastore@london.gov.uk","Triennially","2001-2010","30-Oct-10","23/02/2011","NHS, Crown Copyright","http://www.ic.nhs.uk/statistics-and-data-collections/social-care/adult-social-care-information","http://www.ic.nhs.uk/cmsincludes/_process_document.asp?sPublicationID=1286964656293&sDocID=6429","http://data.london.gov.uk/datafiles/health/registered-deaf-or-hard-of-hearing-by-age-group.xls","http://data.london.gov.uk/datafiles/health/registered-deaf-or-hard-of-hearing-by-age-group.csv","","","","","","","","age, deaf, disability, hard of hearing, nhs","","",""
"1078","Personal Insolvency Statistics, Borough","http://data.london.gov.uk/datastore/package/personal-insolvency-statistics-borough","JULY 2010","Employment and Skills","<p><a href=""http://data.london.gov.uk/datafiles/employment-skills/personal-insolvency.xls"" target=""_blank"">Tables</a> show Individual insolvencies made up of bankruptcy orders and individual voluntary arrangements (IVAs), and New Debt Relief Orders as counts and rates (per 10,000 people).<br /><br />Insolvent individuals in England and Wales are dealt with mainly under the Insolvency Act 1986. A bankruptcy order is made on the petition of the debtor or one or more of his creditors when the court is satisfied that there is no prospect of the debt being paid.<br />There are also individual voluntary arrangements (IVAs) and deeds of arrangement, which enable debtors to come to an agreement with their creditors.<br /><br />Classifying insolvent individuals into geographic areas is done using the postcode that the insolvent individual provides. The use of this in assigning an individual to a geographical area is only as good as the postcode information given. Inaccurate postcodes or incomplete/missing postcodes will lead to missing data.</p>\
<p>Rates include revisions due to changes in population estimates. <span style=""font-size: x-small;"">\
<p>Rates per 10,000 are calculated using area population figures for adults aged 18+.</p>\
</span></p>","Local Authority","Greater London","Insolvency Service","General Statistics Team","datastore@london.gov.uk","Annually","2000-2009","16-Sep-09","17/11/2010","Insolvency Service, Crown Copyright","http://www.neighbourhood.statistics.gov.uk/dissemination/datasetList.do?JSAllowed=true&Function=&%24ph=60&CurrentPageId=60&step=","","http://data.london.gov.uk/datafiles/employment-skills/personal-insolvency.xls","","","","","","","","Focus on London - Income and Spending at Home","bankruptcy, debt, individual voluntary arrangements, insolvency, insolvency-service, iva","http://data.london.gov.uk/datastore/applications/focus-london-income-and-spending-home","",""
"1079","Commercial and Industrial Property Vacancy Statistics, Borough","http://data.london.gov.uk/datastore/package/commercial-and-industrial-property-vacancy-statistics-borough","JULY 2010","Environment","<p>Estimated vacancy rates by percentage, for commercial and industrial properties in England.<br /><br />The data cover financial years and are derived from the amount of relief given by local authorities on business rates for empty properties.<br /><br />The data are an indicator of business activity in an area, and serve to monitor the potential for new development.</p>","Local Authority","Greater London","Department of Communities and Local Government","General Statistics Team","datastore@london.gov.uk","Annually","1998/99 - 2004/05","13-Jul-06","10/09/2010","DCLG, Crown Copyright","http://www.communities.gov.uk/publications/planningandbuilding/commercialpropertyestimated","http://www.neighbourhood.statistics.gov.uk/dissemination/datasetList.do?JSAllowed=true&Function=&%24ph=60&CurrentPageId=60&step=","http://data.london.gov.uk/datafiles/environment/commercial-and-industrial-property-vacancy.xls","http://data.london.gov.uk/datafiles/environment/commercial-and-industrial-property-vacancy.csv","","","","","","","","clg, commercial, industrial, land use, property, vacancy","","",""
"1080","Parking Penalties and Penalties per Head of Population, Borough","http://data.london.gov.uk/datastore/package/parking-penalties-and-penalties-head-population-borough","JULY 2010","Transport","<p>Data shows total parking fines and fines per head of daytime population.<br /><br />Total fines per day time population is calculated by dividing the total amount of fines by the daytime population for the councils that provided data in each year. Therefore where a council did not provide data, its daytime population is not included in the denominator.<br />Daytime population is defined as ‘people aged 16 to 74, as those people who live and work in the area (or do not work) and those people who live outside the area and work inside the area', taken from the 2001 Census.<br /><br />Full data for Camden in 2008/09 has not been provided. The figure for 2008-09 refers to money collected for clamped or removed cars.</p>","Local Authority","Greater London","TaxPayers' Alliance","General Statistics Team","datastore@london.gov.uk","Annually","2007/08 - 2008/09","2009","10/09/2010","TaxPayers' Alliance","http://www.taxpayersalliance.com/parkingfines.pdf","http://www.taxpayersalliance.com/parkingfines.pdf","http://data.london.gov.uk/datafiles/transport/parking-penalties.xls","http://data.london.gov.uk/datafiles/transport/parking-penalties.csv","","","","","","","","cars, fines, parking penalities, tpa, vehicles","","",""
"1081","TfL Bus Stop Locations and Routes","http://data.london.gov.uk/datastore/package/tfl-bus-stop-locations-and-routes","JULY 2010","Transport, transport","<p>TfL's operates one of the largest bus networks in the world consisting of over 19,000 bus stops and approximately 700 routes served by some 8000 buses daily.</p>\
<p>This datafile defines the network in terms of routes and stops and stop-sequences allowing third parties to accurately locate bus stops and to plot bus routes and services.</p>","Point Locations and Local Authorities","Greater London","Transport for London","TfL Digital","","Not less than Monthly","2010","30-Jun-10","14/12/2010","TfL terms and conditions apply","","http://www.tfl.gov.uk/businessandpartners/syndication/16493.aspx","","","","","","","","","BusIT London, London Visualisation on Bus Stop Location & Routes","bus, bus routes, bus stop, tfl, travel","http://data.london.gov.uk/datastore/applications/busit-london, http://data.london.gov.uk/datastore/applications/london-visualisation-bus-stop-location-routes","<p><a href=""http://www.tfl.gov.uk/termsandconditions/11402.aspx"" target=""_blank"">http://www.tfl.gov.uk/termsandconditions/11402.aspx</a></p>",""
"1082","Jobs and Job Density, Borough","http://data.london.gov.uk/datastore/package/jobs-and-job-density-borough","JULY 2010","Business and Economy","<p>Data shows the number of jobs and job density by borough.<br /><br />The number of jobs in an area is composed of jobs done by residents (of any age) and jobs done by workers (of any age) who commute into the area.<br />Total jobs is a workplace based measure of jobs and comprises:<br />employees (from the Annual Business Inquiry),<br />self-employment jobs (from the Annual Population Survey),<br />government-supported trainees (from DfES and DWP) and<br />HM Forces (from MoD).<br /><br />Job density is the number of jobs per resident of working age (female: 16-59; male: 16-64). For example, a job density of 1.0 would mean that there is one job for every resident of working age in the population.</p>","Local Authority","Greater London","Office for National Statistics","General Statistics Team","datastore@london.gov.uk","Annually","2000-2008","01-May-2010","17/03/2011","ONS, Crown Copyright","www.nomisweb.co.uk","www.nomisweb.co.uk","http://data.london.gov.uk/datafiles/business-economy/jobs-and-job-density.xls","http://data.london.gov.uk/datafiles/business-economy/jobs-and-job-density.csv","","","","","","","","density, employment, jobs, ons, work","","",""
